#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2020-03-24-00-39-41
#fields	
#types	
ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	version	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	tags	username	password	proxied	orig_fuids	orig_filenames	orig_mime_types	resp_fuids	resp_filenames	resp_mime_types
1258397548.485750	CDsky23tbdjkf3uIm6	192.168.1.102	2793	208.71.122.60	80	1	GET	oasn04.247realmedia.com	/RealMedia/ads/adstream_nx.ads/TRACK_Dellsmb/Retarget_Rtg_Nonsecure@Bottom3	http://img-cdn.mediaplex.com/0/12309/universal.html?page_name=us_content&mpt=1258397740624&url=http%3A//www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb%3Fc%3Dus%26cs%3D%26l%3Den%26s%3Dgen%26ST%3Ddell%26dgc%3DST%26cid%3D16010%26lid%3D380485%26acd%3D52191%2C8%2C0%2C61500887%2C705832422%2C1258397715%2Cdell%2C10399471%2C3043822405&ref=http%3A//www.google.com/url%3Fq%3Ddell%26url%3D/aclk%253Fsa%253DL%2526ai%253DCKRerEKABS8fFE6P-owTEosCGC-OJsHTvmdnWC5GazwUIABABUOqms9gBYMnu7IbIo_QZyAEBqgQZT9AjfKsHZ9Wmw3uHBUxvgvq-LqLyqGutAw%2526ggladgrp%253D368076685%2526gglcreat%253D3043822405%2526sig%253DAGiWqtyv3fl1uOj4r3KFI4o5-nML8oEW3g%2526q%253Dhttp%3A//na.link.decdna.net/n/43643/52191/altfarm.mediaplex.com/1qx79te%25253B11%25253B4%25253B%25253B8%25253B%25253Bbo8fs6%25253B10m6dz%25253B%25253B66wa7%25253B%25253B1%25253B/i/c%25253F0%252526pq%25253D%2525252fad%2525252fck%2525252f12309%2525252d80731%2525252d2056%2525252d0%2525253fkw%2525253ddell%2525252b%25252528exact%25252529%25252526mpre%2525253dhttp%252525253A%252525252F%252525252Flt%2525252edell%2525252ecom%252525252Flt%252525252Flt%2525252easpx%252525253FCID%252525253D16010%2525252526LID%252525253D380485%2525252526DGC%252525253DST%2525252526DGSeg%252525253DDHS%2525252526DURL%252525253Dhttp%252525253A%252525252F%252525252Fwww%2525252edell%2525252ecom%252525252Fcontent%252525252Ftopics%252525252Freftopic%2525252easpx%252525252Fbsd%252525252Fodg%252525252F13263%2525255fsearch%2525255fgeneric%2525255fhsb%252525253Fc%25252525253dus%252525252526cs%25252525253d%252525252526l%25252525253den%252525252526s%25252525253dgen%2525252526st%252525253Ddell%2525252526ACD%252525253D%2525253cx%2525253dthirdPartyTracking%25252528%25252527%2525252c%25252527%2525252c1%2525252c64%25252529%2525253e%2525252526AID%252525253DDHS%2525255fSystems%252526247cr%25253D3043822405%26rct%3Dj%26ei%3DEKABS7HeEo6wsgP1vYCeCg%26usg%3DAFQjCNGJPmoLJxJ8MbwiDkesJ99HX0S1vw	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	399	302	Found	-	-	(empty)	-	-	-	-	-	-	F0F93t2yQ8es4Eyaeg	-	text/html
1258397548.437034	CMgGLQ32wGnmUmUZ8a	192.168.1.102	2791	72.20.120.224	80	1	GET	ats.tumri.net	/ats/ats?cmd=ACTION&MerchantID=DELL&ActionID=50020&ActionName=View+Through+Visit	http://img-cdn.mediaplex.com/0/12309/universal.html?page_name=us_content&mpt=1258397740624&url=http%3A//www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb%3Fc%3Dus%26cs%3D%26l%3Den%26s%3Dgen%26ST%3Ddell%26dgc%3DST%26cid%3D16010%26lid%3D380485%26acd%3D52191%2C8%2C0%2C61500887%2C705832422%2C1258397715%2Cdell%2C10399471%2C3043822405&ref=http%3A//www.google.com/url%3Fq%3Ddell%26url%3D/aclk%253Fsa%253DL%2526ai%253DCKRerEKABS8fFE6P-owTEosCGC-OJsHTvmdnWC5GazwUIABABUOqms9gBYMnu7IbIo_QZyAEBqgQZT9AjfKsHZ9Wmw3uHBUxvgvq-LqLyqGutAw%2526ggladgrp%253D368076685%2526gglcreat%253D3043822405%2526sig%253DAGiWqtyv3fl1uOj4r3KFI4o5-nML8oEW3g%2526q%253Dhttp%3A//na.link.decdna.net/n/43643/52191/altfarm.mediaplex.com/1qx79te%25253B11%25253B4%25253B%25253B8%25253B%25253Bbo8fs6%25253B10m6dz%25253B%25253B66wa7%25253B%25253B1%25253B/i/c%25253F0%252526pq%25253D%2525252fad%2525252fck%2525252f12309%2525252d80731%2525252d2056%2525252d0%2525253fkw%2525253ddell%2525252b%25252528exact%25252529%25252526mpre%2525253dhttp%252525253A%252525252F%252525252Flt%2525252edell%2525252ecom%252525252Flt%252525252Flt%2525252easpx%252525253FCID%252525253D16010%2525252526LID%252525253D380485%2525252526DGC%252525253DST%2525252526DGSeg%252525253DDHS%2525252526DURL%252525253Dhttp%252525253A%252525252F%252525252Fwww%2525252edell%2525252ecom%252525252Fcontent%252525252Ftopics%252525252Freftopic%2525252easpx%252525252Fbsd%252525252Fodg%252525252F13263%2525255fsearch%2525255fgeneric%2525255fhsb%252525253Fc%25252525253dus%252525252526cs%25252525253d%252525252526l%25252525253den%252525252526s%25252525253dgen%2525252526st%252525253Ddell%2525252526ACD%252525253D%2525253cx%2525253dthirdPartyTracking%25252528%25252527%2525252c%25252527%2525252c1%2525252c64%25252529%2525253e%2525252526AID%252525253DDHS%2525255fSystems%252526247cr%25253D3043822405%26rct%3Dj%26ei%3DEKABS7HeEo6wsgP1vYCeCg%26usg%3DAFQjCNGJPmoLJxJ8MbwiDkesJ99HX0S1vw	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	807	200	OK	-	-	(empty)	-	-	-	-	-	-	F9DdhG10zjBiDc3R65	-	image/gif
1258397548.883508	Cfi7DA30fjWPg4XzIc	192.168.1.102	2794	66.94.244.24	80	1	GET	ad.yieldmanager.com	/pixel?id=99416.&t=2	http://img-cdn.mediaplex.com/0/12309/universal.html?page_name=us_content&mpt=1258397740624&url=http%3A//www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb%3Fc%3Dus%26cs%3D%26l%3Den%26s%3Dgen%26ST%3Ddell%26dgc%3DST%26cid%3D16010%26lid%3D380485%26acd%3D52191%2C8%2C0%2C61500887%2C705832422%2C1258397715%2Cdell%2C10399471%2C3043822405&ref=http%3A//www.google.com/url%3Fq%3Ddell%26url%3D/aclk%253Fsa%253DL%2526ai%253DCKRerEKABS8fFE6P-owTEosCGC-OJsHTvmdnWC5GazwUIABABUOqms9gBYMnu7IbIo_QZyAEBqgQZT9AjfKsHZ9Wmw3uHBUxvgvq-LqLyqGutAw%2526ggladgrp%253D368076685%2526gglcreat%253D3043822405%2526sig%253DAGiWqtyv3fl1uOj4r3KFI4o5-nML8oEW3g%2526q%253Dhttp%3A//na.link.decdna.net/n/43643/52191/altfarm.mediaplex.com/1qx79te%25253B11%25253B4%25253B%25253B8%25253B%25253Bbo8fs6%25253B10m6dz%25253B%25253B66wa7%25253B%25253B1%25253B/i/c%25253F0%252526pq%25253D%2525252fad%2525252fck%2525252f12309%2525252d80731%2525252d2056%2525252d0%2525253fkw%2525253ddell%2525252b%25252528exact%25252529%25252526mpre%2525253dhttp%252525253A%252525252F%252525252Flt%2525252edell%2525252ecom%252525252Flt%252525252Flt%2525252easpx%252525253FCID%252525253D16010%2525252526LID%252525253D380485%2525252526DGC%252525253DST%2525252526DGSeg%252525253DDHS%2525252526DURL%252525253Dhttp%252525253A%252525252F%252525252Fwww%2525252edell%2525252ecom%252525252Fcontent%252525252Ftopics%252525252Freftopic%2525252easpx%252525252Fbsd%252525252Fodg%252525252F13263%2525255fsearch%2525255fgeneric%2525255fhsb%252525253Fc%25252525253dus%252525252526cs%25252525253d%252525252526l%25252525253den%252525252526s%25252525253dgen%2525252526st%252525253Ddell%2525252526ACD%252525253D%2525253cx%2525253dthirdPartyTracking%25252528%25252527%2525252c%25252527%2525252c1%2525252c64%25252529%2525253e%2525252526AID%252525253DDHS%2525255fSystems%252526247cr%25253D3043822405%26rct%3Dj%26ei%3DEKABS7HeEo6wsgP1vYCeCg%26usg%3DAFQjCNGJPmoLJxJ8MbwiDkesJ99HX0S1vw	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	43	200	OK	-	-	(empty)	-	-	-	-	-	-	F8Um6h3gwjMaoNqTad	-	image/gif
1258397549.277258	CmWuLAjBAzPdUEvmk	192.168.1.102	2795	198.189.255.89	80	1	GET	leadback.advertising.com	/adcedge/lb?site=695501&srvc=1&betr=aold_cs=1&betq=4001=377468	http://img-cdn.mediaplex.com/0/12309/universal.html?page_name=us_content&mpt=1258397740624&url=http%3A//www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb%3Fc%3Dus%26cs%3D%26l%3Den%26s%3Dgen%26ST%3Ddell%26dgc%3DST%26cid%3D16010%26lid%3D380485%26acd%3D52191%2C8%2C0%2C61500887%2C705832422%2C1258397715%2Cdell%2C10399471%2C3043822405&ref=http%3A//www.google.com/url%3Fq%3Ddell%26url%3D/aclk%253Fsa%253DL%2526ai%253DCKRerEKABS8fFE6P-owTEosCGC-OJsHTvmdnWC5GazwUIABABUOqms9gBYMnu7IbIo_QZyAEBqgQZT9AjfKsHZ9Wmw3uHBUxvgvq-LqLyqGutAw%2526ggladgrp%253D368076685%2526gglcreat%253D3043822405%2526sig%253DAGiWqtyv3fl1uOj4r3KFI4o5-nML8oEW3g%2526q%253Dhttp%3A//na.link.decdna.net/n/43643/52191/altfarm.mediaplex.com/1qx79te%25253B11%25253B4%25253B%25253B8%25253B%25253Bbo8fs6%25253B10m6dz%25253B%25253B66wa7%25253B%25253B1%25253B/i/c%25253F0%252526pq%25253D%2525252fad%2525252fck%2525252f12309%2525252d80731%2525252d2056%2525252d0%2525253fkw%2525253ddell%2525252b%25252528exact%25252529%25252526mpre%2525253dhttp%252525253A%252525252F%252525252Flt%2525252edell%2525252ecom%252525252Flt%252525252Flt%2525252easpx%252525253FCID%252525253D16010%2525252526LID%252525253D380485%2525252526DGC%252525253DST%2525252526DGSeg%252525253DDHS%2525252526DURL%252525253Dhttp%252525253A%252525252F%252525252Fwww%2525252edell%2525252ecom%252525252Fcontent%252525252Ftopics%252525252Freftopic%2525252easpx%252525252Fbsd%252525252Fodg%252525252F13263%2525255fsearch%2525255fgeneric%2525255fhsb%252525253Fc%25252525253dus%252525252526cs%25252525253d%252525252526l%25252525253den%252525252526s%25252525253dgen%2525252526st%252525253Ddell%2525252526ACD%252525253D%2525253cx%2525253dthirdPartyTracking%25252528%25252527%2525252c%25252527%2525252c1%2525252c64%25252529%2525253e%2525252526AID%252525253DDHS%2525255fSystems%252526247cr%25253D3043822405%26rct%3Dj%26ei%3DEKABS7HeEo6wsgP1vYCeCg%26usg%3DAFQjCNGJPmoLJxJ8MbwiDkesJ99HX0S1vw	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	649	302	Moved Temporarily	-	-	(empty)	-	-	-	-	-	-	FEUkY31GqU7eSmgBnk	-	text/html
1258397549.362953	CEWHn92LeqSHzb9vU4	192.168.1.102	2796	66.94.244.24	80	1	GET	ad.yieldmanager.com	/pixel?id=165287&t=2	http://img-cdn.mediaplex.com/0/12309/universal.html?page_name=us_content&mpt=1258397740624&url=http%3A//www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb%3Fc%3Dus%26cs%3D%26l%3Den%26s%3Dgen%26ST%3Ddell%26dgc%3DST%26cid%3D16010%26lid%3D380485%26acd%3D52191%2C8%2C0%2C61500887%2C705832422%2C1258397715%2Cdell%2C10399471%2C3043822405&ref=http%3A//www.google.com/url%3Fq%3Ddell%26url%3D/aclk%253Fsa%253DL%2526ai%253DCKRerEKABS8fFE6P-owTEosCGC-OJsHTvmdnWC5GazwUIABABUOqms9gBYMnu7IbIo_QZyAEBqgQZT9AjfKsHZ9Wmw3uHBUxvgvq-LqLyqGutAw%2526ggladgrp%253D368076685%2526gglcreat%253D3043822405%2526sig%253DAGiWqtyv3fl1uOj4r3KFI4o5-nML8oEW3g%2526q%253Dhttp%3A//na.link.decdna.net/n/43643/52191/altfarm.mediaplex.com/1qx79te%25253B11%25253B4%25253B%25253B8%25253B%25253Bbo8fs6%25253B10m6dz%25253B%25253B66wa7%25253B%25253B1%25253B/i/c%25253F0%252526pq%25253D%2525252fad%2525252fck%2525252f12309%2525252d80731%2525252d2056%2525252d0%2525253fkw%2525253ddell%2525252b%25252528exact%25252529%25252526mpre%2525253dhttp%252525253A%252525252F%252525252Flt%2525252edell%2525252ecom%252525252Flt%252525252Flt%2525252easpx%252525253FCID%252525253D16010%2525252526LID%252525253D380485%2525252526DGC%252525253DST%2525252526DGSeg%252525253DDHS%2525252526DURL%252525253Dhttp%252525253A%252525252F%252525252Fwww%2525252edell%2525252ecom%252525252Fcontent%252525252Ftopics%252525252Freftopic%2525252easpx%252525252Fbsd%252525252Fodg%252525252F13263%2525255fsearch%2525255fgeneric%2525255fhsb%252525253Fc%25252525253dus%252525252526cs%25252525253d%252525252526l%25252525253den%252525252526s%25252525253dgen%2525252526st%252525253Ddell%2525252526ACD%252525253D%2525253cx%2525253dthirdPartyTracking%25252528%25252527%2525252c%25252527%2525252c1%2525252c64%25252529%2525253e%2525252526AID%252525253DDHS%2525255fSystems%252526247cr%25253D3043822405%26rct%3Dj%26ei%3DEKABS7HeEo6wsgP1vYCeCg%26usg%3DAFQjCNGJPmoLJxJ8MbwiDkesJ99HX0S1vw	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	43	200	OK	-	-	(empty)	-	-	-	-	-	-	FHOqwPEvUCKkwWkfc	-	image/gif
1258397549.389688	CqtNwlWrab2LJvMMa	192.168.1.102	2797	70.42.13.100	80	1	GET	dellinc.tt.omtrdc.net	/m2/dellinc/mbox/standard?mboxHost=www.dell.com&mboxSession=1258397740504-582565&mboxPage=1258397740527-839639&mboxXDomain=enabled&hr=10&day=1&mon=11&mboxCount=1&mbox=ushsb_search_generic_splitter&mboxId=0&mboxTime=1258368940526&mboxURL=http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c=us&cs=&l=en&s=gen&ST=dell&dgc=ST&cid=16010&lid=380485&acd=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405&mboxVersion=38	http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c=us&cs=&l=en&s=gen&ST=dell&dgc=ST&cid=16010&lid=380485&acd=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	0	302	Moved Temporarily	-	-	(empty)	-	-	-	-	-	-	-	-	-
1258397549.424167	CqtNwlWrab2LJvMMa	192.168.1.102	2797	70.42.13.100	80	2	GET	dellinc.tt.omtrdc.net	/m2/dellinc/mbox/standard?mboxHost=www.dell.com&mboxSession=1258397740504-582565&mboxPage=1258397740527-839639&mboxXDomain=enabled&hr=10&day=1&mon=11&mboxCount=1&mbox=ushsb_search_generic_splitter&mboxId=0&mboxTime=1258368940526&mboxURL=http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c=us&cs=&l=en&s=gen&ST=dell&dgc=ST&cid=16010&lid=380485&acd=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405&mboxVersion=38&mboxXDomainCheck=true	http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c=us&cs=&l=en&s=gen&ST=dell&dgc=ST&cid=16010&lid=380485&acd=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1556	200	OK	-	-	(empty)	-	-	-	-	-	-	F6HHUr29Imk3Ln2Jg	-	text/plain
1258397550.491995	C3UmIt4XH9PqC7bm37	192.168.1.102	2798	96.6.232.242	80	1	GET	www.imiclk.com	/cgi/r.cgi?m=3&mid=6fekZfWu&ptid=HOME&sp=1	http://img-cdn.mediaplex.com/0/12309/universal.html?page_name=us_content&mpt=1258397740624&url=http%3A//www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb%3Fc%3Dus%26cs%3D%26l%3Den%26s%3Dgen%26ST%3Ddell%26dgc%3DST%26cid%3D16010%26lid%3D380485%26acd%3D52191%2C8%2C0%2C61500887%2C705832422%2C1258397715%2Cdell%2C10399471%2C3043822405&ref=http%3A//www.google.com/url%3Fq%3Ddell%26url%3D/aclk%253Fsa%253DL%2526ai%253DCKRerEKABS8fFE6P-owTEosCGC-OJsHTvmdnWC5GazwUIABABUOqms9gBYMnu7IbIo_QZyAEBqgQZT9AjfKsHZ9Wmw3uHBUxvgvq-LqLyqGutAw%2526ggladgrp%253D368076685%2526gglcreat%253D3043822405%2526sig%253DAGiWqtyv3fl1uOj4r3KFI4o5-nML8oEW3g%2526q%253Dhttp%3A//na.link.decdna.net/n/43643/52191/altfarm.mediaplex.com/1qx79te%25253B11%25253B4%25253B%25253B8%25253B%25253Bbo8fs6%25253B10m6dz%25253B%25253B66wa7%25253B%25253B1%25253B/i/c%25253F0%252526pq%25253D%2525252fad%2525252fck%2525252f12309%2525252d80731%2525252d2056%2525252d0%2525253fkw%2525253ddell%2525252b%25252528exact%25252529%25252526mpre%2525253dhttp%252525253A%252525252F%252525252Flt%2525252edell%2525252ecom%252525252Flt%252525252Flt%2525252easpx%252525253FCID%252525253D16010%2525252526LID%252525253D380485%2525252526DGC%252525253DST%2525252526DGSeg%252525253DDHS%2525252526DURL%252525253Dhttp%252525253A%252525252F%252525252Fwww%2525252edell%2525252ecom%252525252Fcontent%252525252Ftopics%252525252Freftopic%2525252easpx%252525252Fbsd%252525252Fodg%252525252F13263%2525255fsearch%2525255fgeneric%2525255fhsb%252525253Fc%25252525253dus%252525252526cs%25252525253d%252525252526l%25252525253den%252525252526s%25252525253dgen%2525252526st%252525253Ddell%2525252526ACD%252525253D%2525253cx%2525253dthirdPartyTracking%25252528%25252527%2525252c%25252527%2525252c1%2525252c64%25252529%2525253e%2525252526AID%252525253DDHS%2525255fSystems%252526247cr%25253D3043822405%26rct%3Dj%26ei%3DEKABS7HeEo6wsgP1vYCeCg%26usg%3DAFQjCNGJPmoLJxJ8MbwiDkesJ99HX0S1vw	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	0	302	Moved Temporarily	-	-	(empty)	-	-	-	-	-	-	-	-	-
1258397551.585813	CzeuFG3jxHtUS9nH83	192.168.1.102	2783	198.189.255.81	80	6	GET	i.dell.com	/images/us/segments/bsd/fragments/fy10_q3/intel_swirl_logo_101x77.jpg	http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c=us&cs=&l=en&s=gen&ST=dell&dgc=ST&cid=16010&lid=380485&acd=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2891	200	OK	-	-	(empty)	-	-	-	-	-	-	FMbCBB31HFsEZjPxTf	-	image/jpeg
1258397551.764443	Cp5oY214BRzv6MFb14	192.168.1.102	2799	198.189.255.89	80	1	GET	ak1.abmr.net	/is/www.imiclk.com?U=/cgi/r.cgi&V=3-09IbIBrSdJeoOZALwgI+qqqm0+wQrOdcKqqHdt8NnMIECHdj47L1cz9NZbv3SOLR&I=A38518095A5DA55&D=www.imiclk.com&01AD=1&m=3&mid=6fekZfWu&ptid=HOME&sp=1	http://img-cdn.mediaplex.com/0/12309/universal.html?page_name=us_content&mpt=1258397740624&url=http%3A//www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb%3Fc%3Dus%26cs%3D%26l%3Den%26s%3Dgen%26ST%3Ddell%26dgc%3DST%26cid%3D16010%26lid%3D380485%26acd%3D52191%2C8%2C0%2C61500887%2C705832422%2C1258397715%2Cdell%2C10399471%2C3043822405&ref=http%3A//www.google.com/url%3Fq%3Ddell%26url%3D/aclk%253Fsa%253DL%2526ai%253DCKRerEKABS8fFE6P-owTEosCGC-OJsHTvmdnWC5GazwUIABABUOqms9gBYMnu7IbIo_QZyAEBqgQZT9AjfKsHZ9Wmw3uHBUxvgvq-LqLyqGutAw%2526ggladgrp%253D368076685%2526gglcreat%253D3043822405%2526sig%253DAGiWqtyv3fl1uOj4r3KFI4o5-nML8oEW3g%2526q%253Dhttp%3A//na.link.decdna.net/n/43643/52191/altfarm.mediaplex.com/1qx79te%25253B11%25253B4%25253B%25253B8%25253B%25253Bbo8fs6%25253B10m6dz%25253B%25253B66wa7%25253B%25253B1%25253B/i/c%25253F0%252526pq%25253D%2525252fad%2525252fck%2525252f12309%2525252d80731%2525252d2056%2525252d0%2525253fkw%2525253ddell%2525252b%25252528exact%25252529%25252526mpre%2525253dhttp%252525253A%252525252F%252525252Flt%2525252edell%2525252ecom%252525252Flt%252525252Flt%2525252easpx%252525253FCID%252525253D16010%2525252526LID%252525253D380485%2525252526DGC%252525253DST%2525252526DGSeg%252525253DDHS%2525252526DURL%252525253Dhttp%252525253A%252525252F%252525252Fwww%2525252edell%2525252ecom%252525252Fcontent%252525252Ftopics%252525252Freftopic%2525252easpx%252525252Fbsd%252525252Fodg%252525252F13263%2525255fsearch%2525255fgeneric%2525255fhsb%252525253Fc%25252525253dus%252525252526cs%25252525253d%252525252526l%25252525253den%252525252526s%25252525253dgen%2525252526st%252525253Ddell%2525252526ACD%252525253D%2525253cx%2525253dthirdPartyTracking%25252528%25252527%2525252c%25252527%2525252c1%2525252c64%25252529%2525253e%2525252526AID%252525253DDHS%2525255fSystems%252526247cr%25253D3043822405%26rct%3Dj%26ei%3DEKABS7HeEo6wsgP1vYCeCg%26usg%3DAFQjCNGJPmoLJxJ8MbwiDkesJ99HX0S1vw	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	0	302	Moved Temporarily	-	-	(empty)	-	-	-	-	-	-	-	-	-
1258397552.013789	CzeuFG3jxHtUS9nH83	192.168.1.102	2783	198.189.255.81	80	7	GET	i.dell.com	/images/global/brand/ui/nxgen/nav_right_grey.gif	http://www-cdn.dell.com/content/public/css.aspx?c=us&l=en&~set=storm75	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	50	200	OK	-	-	(empty)	-	-	-	-	-	-	FCNFcA405DWIBBZps8	-	image/gif
1258397552.045020	C7DTXntBRfjFJ3JUi	192.168.1.102	2800	70.42.138.14	80	1	GET	r.turn.com	/r/beacon?b2=rObuutxcaswQ6eP3REJfetwyG4NakY2pL6tS1lPU5GyRIljjnAQw1DcdOiK4Ngyc9VhstersFZexGOVHGGu92Q&cid=	http://img-cdn.mediaplex.com/0/12309/universal.html?page_name=us_content&mpt=1258397740624&url=http%3A//www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb%3Fc%3Dus%26cs%3D%26l%3Den%26s%3Dgen%26ST%3Ddell%26dgc%3DST%26cid%3D16010%26lid%3D380485%26acd%3D52191%2C8%2C0%2C61500887%2C705832422%2C1258397715%2Cdell%2C10399471%2C3043822405&ref=http%3A//www.google.com/url%3Fq%3Ddell%26url%3D/aclk%253Fsa%253DL%2526ai%253DCKRerEKABS8fFE6P-owTEosCGC-OJsHTvmdnWC5GazwUIABABUOqms9gBYMnu7IbIo_QZyAEBqgQZT9AjfKsHZ9Wmw3uHBUxvgvq-LqLyqGutAw%2526ggladgrp%253D368076685%2526gglcreat%253D3043822405%2526sig%253DAGiWqtyv3fl1uOj4r3KFI4o5-nML8oEW3g%2526q%253Dhttp%3A//na.link.decdna.net/n/43643/52191/altfarm.mediaplex.com/1qx79te%25253B11%25253B4%25253B%25253B8%25253B%25253Bbo8fs6%25253B10m6dz%25253B%25253B66wa7%25253B%25253B1%25253B/i/c%25253F0%252526pq%25253D%2525252fad%2525252fck%2525252f12309%2525252d80731%2525252d2056%2525252d0%2525253fkw%2525253ddell%2525252b%25252528exact%25252529%25252526mpre%2525253dhttp%252525253A%252525252F%252525252Flt%2525252edell%2525252ecom%252525252Flt%252525252Flt%2525252easpx%252525253FCID%252525253D16010%2525252526LID%252525253D380485%2525252526DGC%252525253DST%2525252526DGSeg%252525253DDHS%2525252526DURL%252525253Dhttp%252525253A%252525252F%252525252Fwww%2525252edell%2525252ecom%252525252Fcontent%252525252Ftopics%252525252Freftopic%2525252easpx%252525252Fbsd%252525252Fodg%252525252F13263%2525255fsearch%2525255fgeneric%2525255fhsb%252525253Fc%25252525253dus%252525252526cs%25252525253d%252525252526l%25252525253den%252525252526s%25252525253dgen%2525252526st%252525253Ddell%2525252526ACD%252525253D%2525253cx%2525253dthirdPartyTracking%25252528%25252527%2525252c%25252527%2525252c1%2525252c64%25252529%2525253e%2525252526AID%252525253DDHS%2525255fSystems%252526247cr%25253D3043822405%26rct%3Dj%26ei%3DEKABS7HeEo6wsgP1vYCeCg%26usg%3DAFQjCNGJPmoLJxJ8MbwiDkesJ99HX0S1vw	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	0	302	Moved Temporarily	-	-	(empty)	-	-	-	-	-	-	-	-	-
1258397552.124220	CgFhXR3tHETRzv2MNe	192.168.1.102	2801	198.189.255.81	80	1	GET	i.dell.com	/images/global/js/s_code_dell_vh20_8.js	http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c=us&cs=&l=en&s=gen&ST=dell&dgc=ST&cid=16010&lid=380485&acd=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	54074	200	OK	-	-	(empty)	-	-	-	-	-	-	FsZvq93BPlIP5ITJwi	-	text/plain
1258397552.271631	CJonBF20DWfthZSc2i	192.168.1.102	2802	198.189.255.81	80	1	GET	i.dell.com	/images/global/brand/ui/nxgen/dell_65x20.png	http://www-cdn.dell.com/content/public/css.aspx?c=us&l=en&~set=storm75	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1534	200	OK	-	-	(empty)	-	-	-	-	-	-	FEOV8FzAv8zupsgp9	-	image/png
1258397552.274626	Cv88Oo2Ulfkj2s9x5	192.168.1.102	2803	198.189.255.81	80	1	GET	i.dell.com	/images/global/brand/ui/nxgen/oo_999.gif	http://www-cdn.dell.com/content/public/css.aspx?c=us&l=en&~set=storm75	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	649	200	OK	-	-	(empty)	-	-	-	-	-	-	FwWavE2nk2JnhmHBaa	-	image/gif
